country,year,pop,continent,lifeExp,gdpPercap
Coventry Park,2008,4,PA,3050,45
Bertovich Surface Mine,2007,2,PA,27796,2115
Strip #2,2007,10,OH,3664,297
Mather Strip,2004,2,PA,14615,1700
P8 North,2015,61,OK,390706,2903
Alloy Surface Mine,2009,11,WV,1752,1766
Synergy Surface Mine No 1,2008,92,WV,1067483,2347
Sexton 2 Pit,2008,27,OH,235228,1476
Kocjancic,2013,11,PA,25105,1584
Skyline Mine #3,2012,212,UT,1894468,2087
No. 2,2013,45,VA,304687,2319
Huffman Fk.,2010,34,VA,328414,2923
Auger #1,2010,1,WV,5210,2325
Red Oak,2000,14,KY,81193,2585
Ruffner,2001,245,WV,3412370,2406
No 1,2001,12,KY,21718,672
No 2,2011,3,KY,1859,1263
Turkey Branch,2008,38,KY,447835,3029
Cam Creek Mine,2018,13,KY,29497,1496
Commissary Surface Job,2005,14,KY,67266,1084
Red Oak Job #5,2005,40,KY,305758,2846
Madison Mine,2010,67,PA,589992,2537
Miller Mine,2002,19,PA,184315,1760
Jarisa Cave Spur Mine,2002,65,KY,810061,2358
Kimble #1,2002,31,OH,416080,2304
Sickafoose Mine,2007,6,OH,37729,2436
Bowie No 2 Mine,2003,168,CO,4943355,2417
MTR Surface Mine,2005,105,KY,279282,2621
Trace Fork Surface Mine,2003,69,WV,1021020,2743
ADDCAR System 11 HWM Serial No 23011,2005,9,IN,40279,1655
Rainbow Mine,2003,6,IN,6084,480
Cardinal Mine,2015,35,IN,601832,2460
Liberty Mine,2010,21,OK,129257,2753
Solar No 7,2001,31,PA,374462,2172
Bear Fork Mine,2003,4,KY,13331,704
Lick Fork Mine #1,2015,4,KY,286,927
Mine #5,2014,3,KY,170,271
Darby Mine No 1,2003,28,KY,264005,2032
Frasure Creek Mining LLC F-2,2007,41,KY,354836,2106
Huskin Mine,2004,10,PA,66587,1868
No 1 Dredge,2009,2,KY,1752,372
Fayette Co Strips,2006,26,PA,353595,2384
Powellton #1 Mine,2010,144,WV,587781,2323
Eagle #1 Mine,2008,48,WV,105751,1596
Mine No 3,2014,7,WV,12978,1359
Boone North No. 2 Surface Mine,2014,51,WV,495274,2014
Marshall County Mine,2009,765,WV,9863588,2464
Hazleton Shaft South,2003,4,PA,18319,2121
Wyodak Mine,2008,103,WY,6015890,1960
Black Butte And Leucite Hills Mines,2011,187,WY,3274768,2141
#5,2001,14,KY,219330,1394
Big Run Mine,2004,101,KY,1305490,2492
Auger #35 Job 198,2008,2,KY,35600,2461
No 2,2005,36,KY,170237,2439
Mine 1,2002,10,KY,37190,1962
AHM Magoffin #1,2018,4,KY,18194,579
Lynn Branch Mine No 1,2002,43,KY,216966,1198
Clark Mine,2002,2,PA,13320,1712
Jenkinjones Coal Slurry and Refuse Disp,2002,1,WV,417,6
Elkville No.1 Mine,2008,44,IL,318549,1998
Coyote Creek Mine,2017,115,ND,2120010,1947
Gibraltar,2000,49,KY,568655,2174
Gibraltar Highwall,2000,26,KY,143622,1063
Rosio No 1 Strip Mine,2000,1,PA,619,1063
Indiana County Strips,2013,6,PA,24554,2084
FSMR Inc Strip,2007,2,PA,1934,233
Remining No 1,2006,7,WV,21128,1703
Freedom Mine,2007,437,ND,14955989,1978
West Ridge Mine,2007,188,UT,4254863,2317
Kemmerer Mine,2006,271,WY,4565158,2088
Black Knight II,2003,5,WV,28515,1272
WV-3 Surface Mine,2006,40,WV,291084,2058
Nancy ,2005,4,WV,18285,2151
Rishel #1,2004,5,PA,13936,1563
Buckskin Mine,2003,152,WY,17539156,1981
E4-1,2005,116,KY,942815,2633
Dry Branch ,2013,10,KY,1871,279
S-29 Cave Branch,2017,28,KY,291343,2912
No 18,2008,19,KY,98560,2477
RB #10,2003,20,KY,131706,2605
No 67,2002,21,KY,98674,701
Coal Creek,2002,41,KY,517835,2412
Freelandville Underground,2002,32,IN,368096,1759
Job #3,2012,33,MD,199006,1890
"Searles Mine No. 2, 3, 4, 5, 6, 7, 8 & 9",2012,76,AL,354510,2563
Prairie Eagle-Underground,2014,200,IL,3175516,2213
Buchanan Mine #1,2013,536,VA,4783655,2385
Culm Co. #1,2003,2,PA,1822,454
Lucerne  #1,2009,3,PA,15552,1499
Sebastian Mine,2013,38,AR,37659,2279
Shawver Operation,2001,1,PA,431,212
Mine #24,2001,18,KY,160668,1836
Tyler #2,2001,7,PA,68900,2224
No. 1,2006,8,KY,12019,589
No. 19,2006,27,KY,192678,2646
Mine #3,2016,16,KY,26169,2417
D-2 Beechfork,2011,112,KY,655485,2761
Three Oaks,2013,289,TX,7189178,2144
Rb #8,2000,15,KY,103188,1912
Dilworth Mine,2003,2,AL,4029,394
Powhatan No. 6 Mine,2008,420,OH,5797596,2303
McGill Surface Mine,2009,3,PA,8089,1458
Mccollum/Sparks Branch Mine,2010,16,AL,101953,2132
Twin Bridges 2,2008,7,WV,5932,804
Horse Creek No 1,2015,57,WV,163131,2231
Big Mountain No 16,2010,203,WV,986278,2371
Cardinal Mine,2014,33,IN,859869,2970
No 6,2005,38,WV,164626,1826
No 1A Surface Mine,2006,24,WV,568026,2925
Sentinel Mine,2012,286,WV,1128404,2321
Tusky,2016,12,OH,36799,1947
Straight Creek Surface Mine #1,2013,18,TN,22779,860
Randolph Mine,2008,43,WV,280120,2346
Alma No 1 ,2014,1,WV,11,2499
Campbells Creek 11B Mine,2003,53,WV,531895,2066
No 2 Mine,2010,23,WV,64517,2033
Mine No. 1,2005,8,WV,26778,446
Mammoth #2 Gas,2013,1,WV,444,2913
Prime No. 1 Mine,2009,122,WV,850355,2007
Fox Farms,2009,14,OH,68690,1864
Gameland S E,2009,12,PA,111522,1853
Bloom 2,2009,2,PA,4464,1415
Absaloka Mine,2014,182,MT,6557844,1952
3125,2004,3,KY,11330,1300
Auger #3,2007,3,PA,5004,531
Tobin Mine,2004,1,PA,52,60
#1,2005,13,KY,62921,1877
Red Hills Mine,2014,205,MS,2890838,2110
Continental Strip,2012,37,PA,475979,2838
Putt/Raccoon,2001,26,PA,329322,2388
Maverick Shop No. 1,2001,24,VA,202328,2271
Viper Mine,2017,210,IL,1615186,1874
Swan Pond-102,2017,7,KY,48886,1853
#25,2008,55,KY,76716,610
Mine #4,2012,48,KY,83178,693
Genesis,2017,251,KY,2301755,2314
Scoville Pete Fry,2003,4,KY,35894,1754
D-28 Huff Creek,2003,142,KY,1381757,2539
Tamaqua Mine,2013,51,PA,255216,2339
Mine No. 2,2005,36,VA,365627,2517
GHM #51,2010,2,KY,64391,2206
Mine No 1,2002,21,WV,177841,1937
Primrose Slope,2017,7,PA,960,495
Enercorp Inc,2014,1,PA,6034,1120
Rockhouse Mine,2006,16,VA,126615,2551
Mine No 3,2012,31,WV,109127,724
Roundbottom Powellton Deep Mine,2008,81,WV,688488,2636
Eagle River Coal LLC Mine No 1,2013,47,IL,694608,2458
Gateway Eagle Mine,2018,107,WV,275873,1825
Twilight Mtr Surface Mine,2007,293,WV,5164718,2740
No 2 Miner,2006,10,WV,45827,1111
BAM 7 AUGER ,2009,2,WV,17321,1558
Affinity Mine,2013,186,WV,599503,2192
Nancy ,2004,5,WV,12432,1984
Ohio County Mine,2003,315,WV,3843742,2239
Kraynak No 3,2001,3,PA,16122,1887
Shay #1 Mine,2017,103,IL,2031889,2395
Brockton Stripping,2016,2,PA,10514,989
Mine #5,2006,35,KY,392199,2109
No 1,2005,21,KY,247933,1577
Sturgeon #4,2012,9,KY,7950,882
Equality,2016,96,KY,1644701,2207
Vision #9,2005,139,KY,1202106,2326
Cloverlick # 1A,2005,64,KY,882322,2455
Meathouse Energy,2000,66,KY,680139,2160
South Mine/Washplant,2002,23,OH,356187,2328
Mine No 35,2000,11,VA,32610,1147
Ondo Extension Mine,2006,67,PA,658067,2524
Deep Mine # 6 ,2002,63,VA,455234,2458
No 7 Mine,2011,757,AL,3610246,2430
Arkadelphia 5761,2004,22,AL,109615,1268
Prosperity Mine,2004,203,IN,2366695,2725
Mine #1,2010,128,KY,737528,2408
Ben Hal Strips,2005,5,PA,111934,2033
Mine No. 42,2017,74,WV,175431,1837
Pocahontas Mine ,2011,94,WV,282689,2332
No 130 Mine,2008,41,WV,190974,2086
No 1,2013,1,KY,8586,133
Buck Drift,2002,4,PA,6742,1395
Mine 33,2002,15,PA,128458,2323
Sioux Bank,2015,1,PA,5145,2399
Branchdale Bank/Stripping,2017,15,PA,77058,2247
Decker Mine,2005,124,MT,6915690,2176
Mcdermott,2003,3,PA,2776,905
Fisher Mining Company,2018,24,PA,128621,2047
Mine #3,2000,28,KY,139750,2089
No 1,2000,57,KY,607328,2644
Lincoln Power,2000,25,OK,372231,2680
Nassau Surface Mine,2000,18,WV,160366,2232
Mine No 1,2000,21,WV,17865,442
Red Onion Surface Mine,2008,82,VA,712979,2376
Sexton 2 Pit,2012,65,OH,717137,2471
Kentucky-Wallins,2001,72,KY,430563,2223
SHM-35 ,2010,8,WV,84372,1929
Jack's Branch,2006,2,KY,1684,580
Red Fox,2011,16,KY,73385,2183
Gregory Branch Mine,2015,8,KY,257079,2213
Darmac No. 2 Mine,2001,14,PA,55714,1723
C C Auger,2000,3,WV,47412,1692
Friday Br. 1,2012,6,KY,3091,1512
Job 54,2008,5,KY,3054,314
Timber Tree #9,2012,14,KY,24387,1148
Maple Creek Mine #1,2016,9,KY,20426,2464
Big Laurel #4,2008,30,KY,278759,2476
#1,2006,4,KY,20774,1736
Mine #4,2006,34,KY,90016,536
Buckskin Mine,2013,309,WY,15023906,2001
Black Butte And Leucite Hills Mines,2012,188,WY,2871825,2058
Hillside Stripping,2002,1,PA,2995,579
Miner Hollow Mine #2,2002,5,AL,38022,1330
Surface Mine #1,2010,30,AL,207612,2857
Powhatan Mine,2012,32,AL,105406,1804
Red Onion Surface Mine,2012,55,VA,306699,2380
Mine No. 1,2017,27,WV,138016,3076
No. 3-A Mine,2015,5,WV,4205,862
Marsh Fork Eagle Mine,2006,38,WV,322558,2481
Farley Eagle Mine,2007,42,WV,186495,1691
Sentinel Mine,2018,286,WV,952315,1838
Connor Coal Company Inc No 1,2014,10,KY,65013,1246
Brink,2006,15,PA,75178,1428
No 1 Dredge,2003,2,KY,1901,1518
Waltersburg Mine,2012,5,PA,3418,1277
"ADC, Inc Pit 008",2011,2,PA,17107,2261
Shamrock #18 Series,2003,56,KY,766673,2584
No. 7,2005,14,KY,1772,227
Givens Coal,2008,15,KY,10675,1024
No 1,2002,32,KY,198546,2253
Smith Br,2005,11,VA,58131,1773
Dotiki Mine,2000,252,KY,3891443,2513
No 7 Mine,2003,308,AL,1861152,2285
No. 5,2013,9,VA,43412,2080
Deep Mine #35,2008,62,VA,262980,2103
Viking Mine - Knox Pit,2007,111,IN,1644298,2530
Crooked Run Surface Mine,2012,21,WV,289214,2765
Gateway Mine,2003,225,IL,2557319,2079
Riola Complex Vermilion Grove Portal,2001,25,IL,32977,1380
Mather,2001,3,PA,5549,583
Brd #3,2001,80,KY,729973,2577
Mine #1A,2015,7,KY,28531,1873
Springtown 1,2010,6,KY,113654,2108
Tantrough,2012,19,KY,30851,958
Saddle Fork,2009,10,KY,22272,470
Ramo Surface Mine,2003,9,WV,102046,938
Fork Creek No 1,2009,185,WV,860349,2650
WV-3 Surface Mine,2012,10,WV,36245,2080
Surface Reclaim No. 1,2003,20,WV,27604,486
No 7 Mine,2000,336,AL,2439621,2050
No 5 Mine,2007,1,AL,363,704
Gillhouser Run Mine,2011,51,PA,166315,2312
No 1,2002,8,VA,69411,1773
#1 Strip,2004,3,KY,27889,921
Straight Creek #1 Mine,2008,67,KY,360629,2296
GOBCO #11,2015,11,VA,20977,100
Splashdam Mine,2013,15,VA,40511,1899
Eagle Creek #10,2017,18,WV,82546,2889
Mine No 6,2012,90,WV,1098871,2752
Casselman Mine,2018,94,MD,262204,1786
Double Camp No. 1,2008,42,WV,171062,1858
Navaro Surface Mine Operation,2007,27,WV,143301,2295
Monongalia County Mine,2005,439,WV,5259338,2131
A M No 3,2005,3,IL,39230,1723
Crown III Mine,2005,204,IL,1871490,2291
Peach Mt. Strip,2011,4,PA,10531,3326
OAM#37,2008,2,KY,23506,1855
West Ridge Mine,2011,264,UT,3565890,2605
Red Oak Inc,2001,2,WV,33154,1125
Rock Ridge No 1 Slope,2001,12,PA,16366,607
Surface Mine No 8,2001,16,KY,52685,1443
Wynn Branch #1,2001,36,KY,658844,2800
Lowry Mine,2015,12,PA,72470,1724
Hamilton Shop,2010,34,PA,173511,2479
Diablo 2A,2008,11,KY,15724,843
#3,2008,7,KY,6728,715
Lewis Creek Underground Mine,2012,26,KY,8863,866
WV-1 Surface Mine,2000,47,WV,321480,1971
Short Bros I,2008,3,PA,15749,1151
Jap Creek Mine,2002,48,AL,405074,2575
Parkwood Mine,2017,29,PA,265908,2168
Muddy Gap Surface Mine,2001,3,KY,192,136
Mine No. 1 ,2010,34,KY,259573,2539
Redbush #1,2012,7,KY,21876,2141
S-1 Hunts Branch,2008,88,KY,723933,2609
No. 1,2004,12,KY,25478,1130
Bolen Branch #1,2003,22,KY,39937,946
Mine No. 2,2005,10,KY,10285,505
D-2 Beechfork,2005,89,KY,991687,2727
Tamaqua Mine,2002,14,PA,10046,1622
Quinton,2005,35,AL,307318,2275
Powhatan No. 6 Mine,2010,447,OH,6378070,2288
Hunter Peerless Mine,2016,65,WV,62111,507
Mine No. 10,2010,13,WV,25698,1793
Bishop Impoundment Area,2013,85,WV,351987,2368
#2,2016,4,KY,14636,1456
Job #3,2003,39,MD,743105,3108
No. 1 Surface,2005,8,MD,45671,2196
Cottonwood Creek Mine,2010,13,MO,183609,2773
Prosperity Mine No. 1,2005,27,TN,75122,853
Berwind Mine,2000,2,PA,142,270
Pride #1 Underground,2001,33,IN,403894,2440
Beckley Mine,2001,28,WV,215355,1846
Hernshaw 14A Mine,2002,22,WV,41256,756
Mine No. 1,2015,300,IL,5815950,2304
E O J Strip Mine,2008,3,PA,32204,2053
Reichard Strips,2012,8,PA,35395,2310
Wadesville P-33,2015,37,PA,62628,1758
Hanslovan #1 Strip,2001,8,PA,64495,2772
Moose No. 1,2001,12,KY,140132,2170
Process Energy,2012,102,KY,459054,1904
Mine No 5,2009,11,KY,27649,1176
No. 1,2017,73,KY,333407,2572
Job 55,2012,7,KY,1544,778
Blackberry Creek Mine,2008,10,KY,66667,2512
Auger Mine No 33,2002,7,KY,158626,1816
Smith Fork Mine No 1,2000,42,KY,654371,2511
Joes Branch #2,2000,3,KY,19292,1381
Fork Creek No 1,2000,48,WV,305094,1728
88 Strip,2011,75,VA,476845,2043
Integrity,2014,11,VA,3592,543
Blue Creek No. 1 UG Mine,2010,70,WV,730187,2005
Pleasant Hill Mine,2016,128,WV,400301,2602
Strip #1,2004,6,OH,45959,2654
Continental Strip,2007,29,PA,379455,2645
Roadfork Strip & Auger,2006,17,WV,73160,2268
Surface No 5,2010,89,WV,650669,2701
Lane Ridge Surface Mine,2010,5,WV,25067,1858
Bergholz 7,2016,11,OH,92519,1730
Caretta #3 Mine,2014,12,WV,43357,821
King Coal No 1 Mine,2009,40,WV,136535,1142
No 3,2000,16,KY,85240,1494
E4-2,2017,126,KY,526440,2827
Midland Trail Mine No 2,2012,55,WV,102267,2417
Auger #1 Highland Mining Company,2008,1,WV,5709,446
Auger 4,2010,3,PA,7059,612
S & H Mine #12,2002,8,TN,16656,885
Flat Top Mine,2016,44,AL,281668,2765
Oak Grove Mine,2010,354,AL,925504,2337
Wadesville P-33,2009,9,PA,24316,2127
Jeddo Basin (J-44),2018,14,PA,9841,789
D-10 Dorchester,2006,35,VA,619970,2429
Mine #2,2000,27,KY,80759,1589
Industrial,2000,11,VA,23678,1737
Twin Rocks Mine,2006,42,PA,504487,2176
Decker Mine,2003,148,MT,8092348,2042
Hudson Bank No. 1 Operation,2012,2,PA,315,192
Mine No 4,2006,14,VA,183014,2346
No 3 Mine,2005,13,KY,96517,1722
Rmi No 1 & 2,2005,3,OH,8778,444
No 2,2001,16,VA,90866,2086
Bear Canyon #2,2001,51,UT,751898,2522
Acosta Mine,2001,3,PA,2080,90
Coke Mine No 1,2001,14,AL,2272,928
Carr Creek #1,2011,3,KY,4861,971
Hazard Job #6,2013,3,KY,8810,925
K-2 Surface Mine,2004,10,KY,16039,1023
Potato Knob No 3,2003,6,KY,18310,945
Redhawk #1,2014,99,KY,583911,2234
31 South,2002,6,PA,45789,2232
Sulphur Springs Strip,2002,97,TX,2354346,2113
Range Line Mine,2003,5,IN,111772,2349
Lone Eagle Mine,2010,2,PA,6017,2440
"Coal Loaders, Inc.",2011,15,PA,83332,2346
#2,2000,25,KY,162540,1868
Faith Mine,2001,39,KY,215350,1857
Auger No 1,2004,3,WV,1200,67
Castle Valley Mine #3,2018,26,UT,88835,554
Kingston West,2013,10,PA,15344,597
Horning Deep Mine,2018,20,PA,13231,1741
T & B Strip,2012,4,PA,10050,1036
Myers and Supko,2005,2,PA,2674,328
Sherpa Mining,2003,12,PA,150064,2468
F & M Strip,2008,3,OH,11392,3494
#1,2001,14,VA,20817,395
Pattiki,2001,170,IL,1889486,2407
Mine No 1,2004,2,KY,8650,805
No. 1 Surface,2017,10,MD,45459,2319
Mine #16,2007,16,KY,34452,734
SHM-44,2012,14,WV,131590,2222
Barger Branch Job #14,2012,22,KY,242261,2361
Equality,2012,141,KY,2868100,2641
#2,2004,15,KY,43693,2344
Skyline Mine #3,2002,255,UT,3476729,2176
Southern Division Strips,2002,9,PA,65660,1044
Deerlick Mine,2006,23,AL,31593,818
Penny #1,2012,3,AR,1921,1721
Mine No 1,2005,15,TN,19335,603
Sewell Mine No. 1,2000,4,WV,10164,1840
Centralia Coal Mine,2000,421,WA,4269765,2185
88 Strip,2009,54,VA,431077,2118
Twin Bridges 2,2011,23,WV,81054,1780
Red Hills Mine,2008,159,MS,2841512,2007
Lehr Stripping Operation,2014,2,PA,2952,1962
 Holden #22 Surface,2013,236,WV,2830056,2662
Still Run No. 10,2006,8,WV,44029,2099
Marion County Mine,2007,456,WV,6642339,2310
Harrison County Mine,2013,500,WV,5700956,2349
Mine No. 12,2000,10,VA,55218,1979
#74,2001,73,KY,877781,2684
Mine #2B,2001,69,KY,685517,2331
K-Lee Processing Inc,2001,5,AL,78097,1989
Auger Mine No 1,2011,2,VA,609,423
A28,2010,3,KY,8893,735
Bear Branch,2014,27,KY,168468,2758
Hance Mine No. 1,2010,23,KY,224164,2275
F10 Alum Lick,2010,27,KY,227501,2695
BRC Alabama No. 7 LLC,2012,3,AL,8993,795
Gillhouser Run Mine,2014,52,PA,266705,2277
7 Ft Slope,2008,3,PA,4148,1073
Jefferson Pits,2013,4,OH,4462,544
Clinton Surface Mine,2003,15,PA,8103,1417
Casselman Mine,2012,25,MD,127714,2028
Pure Energy No. 1,2013,8,WV,325,340
Ruby Energy,2006,51,WV,342860,2545
Meridian #2,2003,9,VA,5343,292
Madison Mine,2004,20,PA,16019,1146
Round Knob,2004,2,PA,2600,1880
Kasubick #4,2017,2,PA,7334,1895
Mammoth Colliery,2004,18,PA,58355,1909
Cooper Ridge Surface Mine,2005,38,TN,231486,3223
No 5 Mine,2000,312,AL,1981288,2282
Bishop Branch Mine No 1,2000,39,KY,56123,202
Sago Mine,2000,46,WV,735448,2106
"Black Castle Mining Company, LLC",2002,32,WV,141364,498
GHM #51,2008,2,KY,73030,1820
Panther Mine,2000,24,AL,297565,2658
#1 Mine,2000,36,WV,146143,1643
D-16,2004,10,VA,47951,1976
Big Mine Run,2006,2,PA,900,448
Tuscarawas Strip,2017,32,OH,178424,2104
Continental Strip,2004,21,PA,188358,2102
Silver Creek Mtn Mine Operation,2008,3,PA,8813,537
No.1 Strip & Auger,2001,3,VA,8778,632
#5,2001,7,VA,42311,2226
No 8,2001,27,KY,246836,2669
Coal Hollow Mine,2008,12,KY,103361,1889
Mine #1,2010,64,KY,234019,2291
S-12 Calhoun,2013,22,KY,141582,2941
White Cabin #7,2009,31,KY,229444,1807
Cook & Sons,2002,3,KY,7535,1130
Thompson Mine No 1 ,2009,47,AL,125961,2939
Elk Creek Mine,2014,340,KY,2992895,2604
Dolet Hills Lignite Company,2013,256,LA,2715366,2218
Imperial Hollow Mine,2018,24,KY,26811,1625
S-14 Trace Fork,2016,11,KY,194423,1991
No 2,2010,26,KY,128622,2846
No 3,2013,4,KY,22800,1502
Joshua Coal Company,2018,2,OK,80,125
Knob Strip Mine,2005,67,AL,456500,2505
Merritt Rogers Mine,2004,24,AL,179598,2164
Pine Branch 1 ,2012,72,VA,304837,2320
Mine No. 35,2007,31,WV,164679,2093
Coon Cedar Grove Mine,2003,24,WV,335161,2482
Barrackville Refuse Pile,2012,6,WV,38328,2686
Jolo Mine,2012,15,WV,45844,1489
Liberty Mine,2008,28,OK,169336,2756
Cabin Ridge Surface Mine,2017,59,VA,304201,2160
Mine No. 1,2010,6,WV,62967,1639
Mine No 1,2003,4,WV,13118,878
Big Mountain No 16,2008,172,WV,1081481,2503
Mountaineer Alma A Mine,2003,226,WV,3328602,2221
Justice #1,2006,195,WV,933108,2157
Coal Creek Mine,2013,142,WY,8522265,2164
Mine No. 2,2006,4,WV,410,105
Mountaineer II Mine,2018,293,WV,1296066,1964
BAM 7 AUGER ,2018,2,WV,19194,1766
Pinnacle Mine,2014,457,WV,2747256,2062
Absaloka Mine,2007,143,MT,7704556,2031
Jett #2 Stripping ,2015,1,PA,1657,1515
MC#1 Mine,2018,341,IL,10691278,1978
No. 3,2003,16,VA,58740,2393
No. 1 Mine,2015,5,MD,49580,2300
Roda,2005,28,VA,2027,229
No 1,2000,33,KY,619008,2458
Jenkinjones Coal Slurry and Refuse Disp,2000,3,WV,15096,504
No 1 Surface,2002,169,WV,4274099,2515
No. 3 HWM Convict,2012,1,VA,311,929
#1 Auger Knox,2000,4,KY,3071,746
Johnson #1,2001,11,PA,124334,2387
KY Fuels E3RF,2001,195,KY,2733617,2196
Clean Energy Mine,2001,25,KY,91910,1014
Infinity Surface Mine #1,2008,23,KY,240757,2760
Auger #35 Job 198,2007,4,KY,9226,482
Black Light Energy ,2009,28,KY,102455,2420
Mine #1,2007,12,KY,109170,1893
Rowdy Gap Mine,2012,27,KY,192013,2064
Marshall Mine,2002,3,PA,32954,1845
Old Union,2011,41,AL,248368,2287
Mine 78,2015,55,PA,565030,2279
Patoka River,2004,30,IN,799225,2877
#1,2009,17,KY,31969,1039
FG 11,2007,30,KY,214809,1675
Wayland Surface,2013,5,KY,20853,1079
A M & E Coal Incorporated Mine #7,2008,9,KY,17124,801
No 2,2006,15,KY,54112,1671
#3,2004,16,KY,57074,2113
Black Pearl Mining Inc No 3 ,2013,6,KY,8597,1304
Meathouse Energy,2003,39,KY,442041,2574
Mcdermott,2002,11,PA,42814,2156
Beech Mountain Mine,2018,11,WV,340,124
Mine No 3,2008,10,WV,8846,408
Lindbergh,2005,43,AL,297337,2748
Trapper Mine,2010,160,CO,2188167,2143
Gold Star Mine,2014,44,IN,96244,2599
Joshua Coal Company,2017,2,OK,1282,438
Beth #2,2008,2,PA,11120,1860
Wilson Creek HWM #1,2012,5,PA,41713,1669
Black Butte And Leucite Hills Mines,2014,183,WY,4017845,2039
Lee Coal Contracting Inc,2004,2,PA,4827,1211
Hatfield,2004,9,VA,18953,490
Leer Mine,2015,403,WV,3383885,2378
Neiswonger Mines,2017,1,PA,1180,13
Twin Rocks Mine,2003,20,PA,306770,1999
Swisher Contracting Inc.,2018,9,PA,24756,1169
Roda,2003,38,VA,282287,2897
Rampside #1,2000,9,PA,11675,1406
No 1 Surface,2001,26,WV,85752,629
No. 1 Surface,2011,12,MD,67702,2527
HM #3,2008,10,KY,37608,782
Surface Mine #1,2000,5,KY,18231,1167
No 1,2006,27,KY,59072,1771
#1,2008,15,KY,73658,1972
KY 11,2008,15,KY,240071,2434
KY No 9,2009,7,KY,69226,1245
Aces Branch Mine #9,2016,13,KY,94678,2042
Elliott Co - 1,2017,2,KY,665,325
Maple Creek Mine #1,2013,21,KY,64648,2308
No. 1,2008,25,KY,146731,1377
S-24 Rocky Branch,2011,30,KY,89554,1560
No 18,2007,19,KY,94883,2740
Bevins Branch Surface Mine #2,2015,25,KY,16223,1369
ELK Resources Auger Crew 1,2017,2,PA,12624,715
Robena Surface Mine,2016,7,PA,106830,2136
Spring Mountain Operation,2018,4,PA,1411,1113
Waroquier #2,2009,7,PA,24964,1994
"ADC, Inc Pit 008",2012,3,PA,16527,1360
Phoenix No 6,2008,44,OK,260574,1998
No 12,2005,36,KY,142038,2394
No 2,2010,5,KY,5676,837
Urban Creek Mine,2004,2,KY,695,610
Grapevine Mine,2011,9,KY,8010,970
Rowdy Gap Mine,2006,75,KY,963161,2749
Calvery Mine,2010,25,KY,71744,1625
Old Union,2017,18,AL,26655,1010
Lower Alma No 6,2014,11,WV,30061,2111
Slip Ridge Cedar Grove Mine,2005,26,WV,624690,2470
Slip Ridge Cedar Grove Mine,2017,142,WV,630080,2364
Sewell Mine No. 1,2004,27,WV,70170,1203
No 1 Dredge,2003,2,KY,1439,432
OMM,2016,6,VA,10000,474
Nichol Auger Mine,2014,3,PA,7571,217
Eagle #3 Mine,2015,48,WV,172385,2354
Fork Creek No 10 Mine,2011,85,WV,670545,2509
Zubek Incorporated,2003,7,PA,12436,2155
Nine Mile Reclamation No. 2,2005,29,VA,175116,2282
Buck Mountain Vein,2016,4,PA,5357,1498
Roytown Deep Mine,2011,87,PA,300748,2207
Mine 78,2009,45,PA,403670,2072
Rmi No 1 & 2,2006,3,OH,2400,199
Belle Ayr Mine,2012,342,WY,24227846,2164
No 2,2000,14,VA,126779,2037
Carroll Pits,2001,7,OH,39903,1227
Indiana County,2001,3,PA,10236,336
#4,2012,6,KY,1859,459
Big Branch,2004,57,KY,491977,2778
Mine No 21,2002,87,KY,1188112,2588
Mathews Surface Mine,2002,11,PA,47221,618
Penny #1,2009,2,AR,658,1251
Jap Creek Mine,2006,43,AL,379465,2682
Enlow Fork Mine,2007,567,PA,11222052,2469
OAM#37,2005,2,KY,55850,1955
Lovers Gap #3,2000,66,VA,732175,2257
Jenkinjones Coal Slurry and Refuse Disp,2001,3,WV,39091,835
Archbald Mtn Strip #1,2004,2,PA,1706,640
Sewell Valley #1,2018,9,WV,6119,851
Stockton Mine,2005,60,WV,358124,1729
Continental Strip,2010,36,PA,397341,2711
Thomas Mine,2011,4,PA,18751,942
Harris No 1,2001,279,WV,3670099,2356
Ratliff Job,2003,10,KY,22675,634
Mine #3,2017,33,KY,135413,2384
Maple Creek Springtown,2018,21,KY,30430,1824
Bear Branch Mine,2012,12,KY,98173,3541
Auger No 3132,2009,3,PA,4296,264
Ondo Extension Mine,2010,37,PA,286184,2459
Praco Mine,2005,59,AL,457976,2514
Maple Surface,2015,5,VA,6414,915
Deep Mine #35,2006,76,VA,270673,2011
"Auger #2, Ed Coal, Inc.",2010,4,WV,18198,909
Simmons Fork Surface Mine,2003,48,WV,832596,2594
Mine No 4,2005,49,WV,634221,2810
Kosse Strip,2013,320,TX,8769129,2228
Meridian #2,2009,13,VA,73272,1790
3130,2014,3,PA,5614,720
Round Knob,2011,2,PA,2417,1280
No 1 Strip,2000,2,WV,3160,2787
Grassy Creek No 1,2001,38,WV,436570,2500
Waroquier #1,2006,15,PA,207619,3148
Reese No 1 & 2 Strip,2011,2,PA,7418,1259
Red Fox Surface Mine,2002,40,WV,770368,2886
Oxford Auger No 1,2006,9,OH,176118,2771
"ADC, Inc Pit 008",2000,2,PA,15176,1402
Cravat Strip-Jefferson,2001,6,OH,34366,1502
No 53,2001,7,KY,63414,865
Brubaker Mine,2014,76,PA,337453,2200
Uschak,2013,26,PA,30679,2191
Roytown Deep Mine,2009,52,PA,191891,2147
Clearfield County Strips,2012,2,PA,2077,439
Garmantown #8,2009,3,PA,10513,1816
